,Index,AB,R,HR,RBI,SB,AVG,OBP,H,2B,3B,BBh,SO,SLG,OPS,PTS,Type,Link,IP,K,W,SV,ERA,WHIP,ER,BB,G,GS,L,CG,K9,ID,PlayerInfo,Name,Last,Team,Positions,Status,Projections,Rank,Player,RTS,NFBC,ADP,Positions_adp,PlayerInfo_adp,PhotoURL,Player_notes,Notes,PlayerInfo_notes,Name_notes,Last_notes,Team_notes,Positions_notes,Status_notes,Description,vsADP,PtsRank
248,Noah Cameron_KC,,,19,,,,,143,,,,,,,226,P,https://www.fantasypros.com/mlb/players/noah-cameron.php,145.4,121.0,8.0,0.0,4.27,1.31,69.0,48.0,26.0,26.0,9.0,0.0,7.49,noah-cameron,Noah Cameron (KC - SP),Noah Cameron,Cameron,KC,SP,,8-9-0SV|4.27|1.31|7.49K9,249,Noah Cameron (KC - SP),236,258,247.0,SP,Noah Cameron (KC - SP),https://images.fantasypros.com/images/players/mlb/47086/headshot/70x70.png,Noah Cameron (SP - KC),,Noah Cameron (KC - SP),Noah Cameron,Cameron,KC,SP,,"8-9-0SV|4.27|1.31|7.49K9
",-2.0,257.0
249,Max Muncy_LAD,367.0,58.0,20,59.0,3.0,0.222,0.336,82,15.0,1.0,63.0,108.0,0.436,0.772,234,H,https://www.fantasypros.com/mlb/players/max-muncy.php,,,,,,,,,,,,,,max-muncy,Max Muncy (LAD - 3B),Max Muncy,Muncy,LAD,3B,,.222|58R|20HR|59RBI|3SB,250,Max Muncy (LAD - 3B),242,254,248.0,3B,Max Muncy (LAD - 3B),https://images.fantasypros.com/images/players/mlb/5207/headshot/70x70.png,Max Muncy (3B - LAD),,Max Muncy (LAD - 3B),Max Muncy,Muncy,LAD,3B,,".222|58R|20HR|59RBI|3SB
",-2.0,251.0
250,JJ Wetherholt_STL,290.0,36.0,7,33.0,6.0,0.246,0.315,71,14.0,1.0,29.0,59.0,0.368,0.683,153,H,https://www.fantasypros.com/mlb/players/jj-wetherholt.php,,,,,,,,,,,,,,jj-wetherholt,JJ Wetherholt (STL - SS),JJ Wetherholt,Wetherholt,STL,SS,MiLB,.246|36R|7HR|33RBI|6SB,251,JJ Wetherholt (STL - SS),210,288,249.0,"2B,3B,SS","JJ Wetherholt (STL - 2B,3B,SS)",https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,JJ Wetherholt (SS - STL),,JJ Wetherholt (STL - SS),JJ Wetherholt,Wetherholt,STL,SS,,".246|36R|7HR|33RBI|6SB
",-2.0,290.0
251,Griffin Jax_TB,,,7,,,,,57,,,,,,,260,P,https://www.fantasypros.com/mlb/players/griffin-jax.php,68.6,85.0,4.0,14.0,3.15,1.12,24.0,20.0,68.0,0.0,3.0,0.0,11.15,griffin-jax,Griffin Jax (TB - RP),Griffin Jax,Jax,TB,RP,,4-3-14SV|3.15|1.12|11.15K9,252,Griffin Jax (TB - RP),260,238,249.0,RP,Griffin Jax (TB - RP),https://images.fantasypros.com/images/players/mlb/43669/headshot/70x70.png,Griffin Jax (RP - TB),,Griffin Jax (TB - RP),Griffin Jax,Jax,TB,RP,,"4-3-14SV|3.15|1.12|11.15K9
",-3.0,222.0
252,TJ Friedl_CIN,500.0,71.0,14,54.0,11.0,0.245,0.323,122,21.0,2.0,58.0,97.0,0.379,0.702,284,H,https://www.fantasypros.com/mlb/players/terry-friedl.php,,,,,,,,,,,,,,terry-friedl,TJ Friedl (CIN - OF),TJ Friedl,Friedl,CIN,OF,,.245|71R|14HR|54RBI|11SB,253,TJ Friedl (CIN - OF),238,262,250.0,OF,TJ Friedl (CIN - OF),https://images.fantasypros.com/images/players/mlb/8358/headshot/70x70.png,TJ Friedl (CF - CIN),,TJ Friedl (CIN - OF),TJ Friedl,Friedl,CIN,OF,,".245|71R|14HR|54RBI|11SB
",-3.0,162.0
253,Joe Musgrove_SD,,,21,,,,,144,,,,,,,278,P,https://www.fantasypros.com/mlb/players/joe-musgrove.php,151.2,142.0,9.0,0.0,3.99,1.21,67.0,40.0,27.0,27.0,9.0,0.0,8.45,joe-musgrove,Joe Musgrove (SD - SP),Joe Musgrove,Musgrove,SD,SP,,9-9-0SV|3.99|1.21|8.45K9,254,Joe Musgrove (SD - SP),250,257,254.0,SP,Joe Musgrove (SD - SP),https://images.fantasypros.com/images/players/mlb/5883/headshot/70x70.png,Joe Musgrove (SP - SD),,Joe Musgrove (SD - SP),Joe Musgrove,Musgrove,SD,SP,,"9-9-0SV|3.99|1.21|8.45K9
",0.0,178.0
254,Tyler Stephenson_CIN,382.0,48.0,14,50.0,1.0,0.237,0.311,90,18.0,1.0,41.0,121.0,0.4,0.711,172,H,https://www.fantasypros.com/mlb/players/tyler-stephenson.php,,,,,,,,,,,,,,tyler-stephenson,"Tyler Stephenson (CIN - C,DH)",Tyler Stephenson,Stephenson,CIN,"C,DH",,.237|48R|14HR|50RBI|1SB,255,"Tyler Stephenson (CIN - C,DH)",271,241,256.0,C,Tyler Stephenson (CIN - C),https://images.fantasypros.com/images/players/mlb/6024/headshot/70x70.png,"Tyler Stephenson (C,DH - CIN)",,"Tyler Stephenson (CIN - C,DH)",Tyler Stephenson,Stephenson,CIN,"C,DH",,".237|48R|14HR|50RBI|1SB
",1.0,282.0
255,Alec Bohm_PHI,525.0,66.0,15,71.0,3.0,0.271,0.321,142,27.0,2.0,38.0,91.0,0.414,0.735,306,H,https://www.fantasypros.com/mlb/players/alec-bohm.php,,,,,,,,,,,,,,alec-bohm,"Alec Bohm (PHI - 1B,3B)",Alec Bohm,Bohm,PHI,"1B,3B",,.271|66R|15HR|71RBI|3SB,256,"Alec Bohm (PHI - 1B,3B)",254,261,258.0,"1B,3B","Alec Bohm (PHI - 1B,3B)",https://images.fantasypros.com/images/players/mlb/7921/headshot/70x70.png,"Alec Bohm (3B,1B - PHI)",,"Alec Bohm (PHI - 1B,3B)",Alec Bohm,Bohm,PHI,"1B,3B",,".271|66R|15HR|71RBI|3SB
",2.0,128.0
256,Jordan Leasure_CWS,,,9,,,,,55,,,,,,,227,P,https://www.fantasypros.com/mlb/players/jordan-leasure.php,65.2,72.0,3.0,17.0,4.05,1.29,29.0,29.0,67.0,0.0,3.0,0.0,9.94,jordan-leasure,Jordan Leasure (CWS - RP),Jordan Leasure,Leasure,CWS,RP,,3-3-17SV|4.05|1.29|9.94K9,257,Jordan Leasure (CWS - RP),231,286,258.0,RP,Jordan Leasure (CWS - RP),https://images.fantasypros.com/images/players/mlb/47411/headshot/70x70.png,Jordan Leasure (RP - CWS),,Jordan Leasure (CWS - RP),Jordan Leasure,Leasure,CWS,RP,,"3-3-17SV|4.05|1.29|9.94K9
",1.0,256.0
257,Jack Leiter_TEX,,,22,,,,,138,,,,,,,255,P,https://www.fantasypros.com/mlb/players/jack-leiter.php,152.6,147.0,9.0,0.0,4.38,1.31,74.0,62.0,28.0,28.0,10.0,0.0,8.67,jack-leiter,"Jack Leiter (TEX - RP,SP)",Jack Leiter,Leiter,TEX,"RP,SP",,9-10-0SV|4.38|1.31|8.67K9,258,"Jack Leiter (TEX - RP,SP)",267,252,260.0,SP,Jack Leiter (TEX - SP),https://images.fantasypros.com/images/players/mlb/43712/headshot/70x70.png,"Jack Leiter (SP,RP - TEX)",,"Jack Leiter (TEX - RP,SP)",Jack Leiter,Leiter,TEX,"RP,SP",,"9-10-0SV|4.38|1.31|8.67K9
",2.0,228.0
258,Bryce Miller_SEA,,,21,,,,,134,,,,,,,249,P,https://www.fantasypros.com/mlb/players/bryce-miller.php,143.4,128.0,9.0,0.0,4.21,1.23,67.0,43.0,26.0,26.0,8.0,0.0,8.03,bryce-miller,Bryce Miller (SEA - SP),Bryce Miller,Miller,SEA,SP,,9-8-0SV|4.21|1.23|8.03K9,259,Bryce Miller (SEA - SP),275,245,260.0,SP,Bryce Miller (SEA - SP),https://images.fantasypros.com/images/players/mlb/45184/headshot/70x70.png,Bryce Miller (SP - SEA),,Bryce Miller (SEA - SP),Bryce Miller,Miller,SEA,SP,,"9-8-0SV|4.21|1.23|8.03K9
",1.0,232.0
259,Quinn Priester_MIL,,,19,,,,,163,,,,,,,267,P,https://www.fantasypros.com/mlb/players/quinn-priester.php,165.9,136.0,10.0,0.0,4.09,1.31,75.0,54.0,29.0,29.0,10.0,0.0,7.38,quinn-priester,"Quinn Priester (MIL - RP,SP)",Quinn Priester,Priester,MIL,"RP,SP",,10-10-0SV|4.09|1.31|7.38K9,260,"Quinn Priester (MIL - RP,SP)",249,276,262.0,"RP,SP","Quinn Priester (MIL - RP,SP)",https://images.fantasypros.com/images/players/mlb/23367/headshot/70x70.png,"Quinn Priester (SP,RP - MIL)",,"Quinn Priester (MIL - RP,SP)",Quinn Priester,Priester,MIL,"RP,SP",,"10-10-0SV|4.09|1.31|7.38K9
",2.0,197.0
260,Ryan O'Hearn_PIT,462.0,60.0,14,62.0,3.0,0.264,0.332,122,23.0,2.0,47.0,97.0,0.416,0.748,267,H,https://www.fantasypros.com/mlb/players/ryan-ohearn.php,,,,,,,,,,,,,,ryan-ohearn,"Ryan O'Hearn (PIT - 1B,DH,OF)",Ryan O'Hearn,O'Hearn,PIT,"1B,DH,OF",,.264|60R|14HR|62RBI|3SB,261,"Ryan O'Hearn (PIT - 1B,DH,OF)",255,280,268.0,"1B,DH,OF","Ryan O'Hearn (PIT - 1B,DH,OF)",https://images.fantasypros.com/images/players/mlb/6681/headshot/70x70.png,"Ryan O'Hearn (1B,DH,RF - PIT)",,"Ryan O'Hearn (PIT - 1B,DH,OF)",Ryan O'Hearn,O'Hearn,PIT,"1B,DH,OF",,".264|60R|14HR|62RBI|3SB
",7.0,198.0
261,Ryne Nelson_ARI,,,22,,,,,163,,,,,,,260,P,https://www.fantasypros.com/mlb/players/ryne-nelson.php,162.9,134.0,10.0,0.0,4.33,1.28,78.0,46.0,29.0,29.0,9.0,0.0,7.4,ryne-nelson,"Ryne Nelson (ARI - RP,SP)",Ryne Nelson,Nelson,ARI,"RP,SP",,10-9-0SV|4.33|1.28|7.40K9,262,"Ryne Nelson (ARI - RP,SP)",278,260,269.0,"RP,SP","Ryne Nelson (ARI - RP,SP)",https://images.fantasypros.com/images/players/mlb/38389/headshot/70x70.png,"Ryne Nelson (SP,RP - ARI)",,"Ryne Nelson (ARI - RP,SP)",Ryne Nelson,Nelson,ARI,"RP,SP",,"10-9-0SV|4.33|1.28|7.40K9
",7.0,223.0
262,Colton Cowser_BAL,445.0,62.0,20,60.0,12.0,0.229,0.305,102,21.0,1.0,48.0,156.0,0.414,0.719,213,H,https://www.fantasypros.com/mlb/players/colton-cowser.php,,,,,,,,,,,,,,colton-cowser,Colton Cowser (BAL - OF),Colton Cowser,Cowser,BAL,OF,,.229|62R|20HR|60RBI|12SB,263,Colton Cowser (BAL - OF),291,249,270.0,OF,Colton Cowser (BAL - OF),https://images.fantasypros.com/images/players/mlb/44669/headshot/70x70.png,"Colton Cowser (LF,CF,RF - BAL)",,Colton Cowser (BAL - OF),Colton Cowser,Cowser,BAL,OF,,".229|62R|20HR|60RBI|12SB
",7.0,267.0
263,Shane Smith_CWS,,,23,,,,,151,,,,,,,263,P,https://www.fantasypros.com/mlb/players/shane-smith.php,162.1,151.0,8.0,0.0,4.39,1.31,79.0,61.0,29.0,29.0,10.0,0.0,8.38,shane-smith,"Shane Smith (CWS - RP,SP)",Shane Smith,Smith,CWS,"RP,SP",,8-10-0SV|4.39|1.31|8.38K9,264,"Shane Smith (CWS - RP,SP)",266,274,270.0,SP,Shane Smith (CWS - SP),https://images.fantasypros.com/images/players/mlb/7354099/headshot/70x70.png,"Shane Smith (SP,RP - CWS)",,"Shane Smith (CWS - RP,SP)",Shane Smith,Smith,CWS,"RP,SP",,"8-10-0SV|4.39|1.31|8.38K9
",6.0,210.0
264,Kevin McGonigle_DET,236.0,32.0,7,28.0,6.0,0.255,0.327,60,13.0,1.0,25.0,38.0,0.397,0.724,149,H,https://www.fantasypros.com/mlb/players/kevin-mcgonigle.php,,,,,,,,,,,,,,kevin-mcgonigle,"Kevin McGonigle (DET - 2B,SS)",Kevin McGonigle,McGonigle,DET,"2B,SS",MiLB,.255|32R|7HR|28RBI|6SB,265,"Kevin McGonigle (DET - 2B,SS)",253,290,272.0,SS,Kevin McGonigle (DET - SS),https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,"Kevin McGonigle (2B,SS - DET)",,"Kevin McGonigle (DET - 2B,SS)",Kevin McGonigle,McGonigle,DET,"2B,SS",,".255|32R|7HR|28RBI|6SB
",7.0,291.0
265,Hurston Waldrep_ATL,,,16,,,,,137,,,,,,,213,P,https://www.fantasypros.com/mlb/players/hurston-waldrep.php,141.3,125.0,8.0,0.0,4.43,1.41,69.0,61.0,26.0,26.0,8.0,0.0,7.96,hurston-waldrep,Hurston Waldrep (ATL - SP),Hurston Waldrep,Waldrep,ATL,SP,,8-8-0SV|4.43|1.41|7.96K9,266,Hurston Waldrep (ATL - SP),285,259,272.0,SP,Hurston Waldrep (ATL - SP),https://images.fantasypros.com/images/players/mlb/47232/headshot/70x70.png,Hurston Waldrep (SP - ATL),,Hurston Waldrep (ATL - SP),Hurston Waldrep,Waldrep,ATL,SP,,"8-8-0SV|4.43|1.41|7.96K9
",6.0,268.0
266,Brendan Donovan_STL,504.0,68.0,12,58.0,5.0,0.272,0.336,137,26.0,1.0,49.0,76.0,0.404,0.74,306,H,https://www.fantasypros.com/mlb/players/brendan-donovan.php,,,,,,,,,,,,,,brendan-donovan,"Brendan Donovan (STL - 2B,OF)",Brendan Donovan,Donovan,STL,"2B,OF",,.272|68R|12HR|58RBI|5SB,267,"Brendan Donovan (STL - 2B,OF)",261,283,272.0,"2B,OF,SS","Brendan Donovan (STL - 2B,OF,SS)",https://images.fantasypros.com/images/players/mlb/45005/headshot/70x70.png,"Brendan Donovan (2B,LF - STL)",,"Brendan Donovan (STL - 2B,OF)",Brendan Donovan,Donovan,STL,"2B,OF",,".272|68R|12HR|58RBI|5SB
",5.0,129.0
267,Carlos Correa_HOU,488.0,65.0,16,66.0,1.0,0.264,0.331,129,24.0,1.0,49.0,107.0,0.42,0.751,278,H,https://www.fantasypros.com/mlb/players/carlos-correa.php,,,,,,,,,,,,,,carlos-correa,"Carlos Correa (HOU - 3B,SS)",Carlos Correa,Correa,HOU,"3B,SS",,.264|65R|16HR|66RBI|1SB,268,"Carlos Correa (HOU - 3B,SS)",282,266,274.0,"3B,SS","Carlos Correa (HOU - 3B,SS)",https://images.fantasypros.com/images/players/mlb/4673/headshot/70x70.png,"Carlos Correa (SS,3B - HOU)",,"Carlos Correa (HOU - 3B,SS)",Carlos Correa,Correa,HOU,"3B,SS",,".264|65R|16HR|66RBI|1SB
",6.0,179.0
268,Edwin Uceta_TB,,,10,,,,,61,,,,,,,248,P,https://www.fantasypros.com/mlb/players/edwin-uceta.php,72.1,85.0,4.0,12.0,3.75,1.2,30.0,26.0,69.0,0.0,3.0,0.0,10.61,edwin-uceta,Edwin Uceta (TB - RP),Edwin Uceta,Uceta,TB,RP,,4-3-12SV|3.75|1.20|10.61K9,269,Edwin Uceta (TB - RP),281,270,276.0,RP,Edwin Uceta (TB - RP),https://images.fantasypros.com/images/players/mlb/43645/headshot/70x70.png,Edwin Uceta (RP - TB),,Edwin Uceta (TB - RP),Edwin Uceta,Uceta,TB,RP,,"4-3-12SV|3.75|1.20|10.61K9
",7.0,233.0
269,Casey Mize_DET,,,21,,,,,153,,,,,,,261,P,https://www.fantasypros.com/mlb/players/casey-mize.php,155.8,134.0,9.0,0.0,4.16,1.26,72.0,43.0,29.0,29.0,9.0,0.0,7.74,casey-mize,Casey Mize (DET - SP),Casey Mize,Mize,DET,SP,,9-9-0SV|4.16|1.26|7.74K9,270,Casey Mize (DET - SP),286,267,276.0,SP,Casey Mize (DET - SP),https://images.fantasypros.com/images/players/mlb/7399/headshot/70x70.png,Casey Mize (SP - DET),,Casey Mize (DET - SP),Casey Mize,Mize,DET,SP,,"9-9-0SV|4.16|1.26|7.74K9
",6.0,217.0
270,Troy Melton_DET,,,17,,,,,115,,,,,,,198,P,https://www.fantasypros.com/mlb/players/troy-melton.php,119.9,105.0,6.0,0.0,4.26,1.29,57.0,40.0,38.0,18.0,7.0,0.0,7.88,troy-melton,"Troy Melton (DET - RP,SP)",Troy Melton,Melton,DET,"RP,SP",,6-7-0SV|4.26|1.29|7.88K9,271,"Troy Melton (DET - RP,SP)",277,277,277.0,"RP,SP","Troy Melton (DET - RP,SP)",https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,"Troy Melton (SP,RP - DET)",,"Troy Melton (DET - RP,SP)",Troy Melton,Melton,DET,"RP,SP",,"6-7-0SV|4.26|1.29|7.88K9
",6.0,278.0
271,Ernie Clement_TOR,517.0,61.0,10,57.0,9.0,0.265,0.299,137,29.0,2.0,25.0,58.0,0.386,0.685,294,H,https://www.fantasypros.com/mlb/players/ernie-clement.php,,,,,,,,,,,,,,ernie-clement,"Ernie Clement (TOR - 1B,2B,3B,SS)",Ernie Clement,Clement,TOR,"1B,2B,3B,SS",,.265|61R|10HR|57RBI|9SB,272,"Ernie Clement (TOR - 1B,2B,3B,SS)",270,285,278.0,"1B,2B,3B,SS","Ernie Clement (TOR - 1B,2B,3B,SS)",https://images.fantasypros.com/images/players/mlb/8532/headshot/70x70.png,"Ernie Clement (3B,SS,2B,1B - TOR)",,"Ernie Clement (TOR - 1B,2B,3B,SS)",Ernie Clement,Clement,TOR,"1B,2B,3B,SS",,".265|61R|10HR|57RBI|9SB
",6.0,148.0
272,Logan Henderson_MIL,,,19,,,,,107,,,,,,,226,P,https://www.fantasypros.com/mlb/players/logan-henderson.php,118.3,120.0,6.0,0.0,4.11,1.21,54.0,36.0,32.0,19.0,6.0,0.0,9.13,logan-henderson,Logan Henderson (MIL - SP),Logan Henderson,Henderson,MIL,SP,,6-6-0SV|4.11|1.21|9.13K9,273,Logan Henderson (MIL - SP),257,301,279.0,SP,Logan Henderson (MIL - SP),https://images.fantasypros.com/images/players/mlb/45145/headshot/70x70.png,Logan Henderson (SP - MIL),,Logan Henderson (MIL - SP),Logan Henderson,Henderson,MIL,SP,,"6-6-0SV|4.11|1.21|9.13K9
",6.0,258.0
273,Luis Gil_NYY,,,14,,,,,86,,,,,,,167,P,https://www.fantasypros.com/mlb/players/luis-gil.php,98.7,98.0,5.0,0.0,4.34,1.34,48.0,47.0,38.0,13.0,5.0,0.0,8.94,luis-gil,Luis Gil (NYY - SP),Luis Gil,Gil,NYY,SP,,5-5-0SV|4.34|1.34|8.94K9,274,Luis Gil (NYY - SP),259,364,312.0,SP,Luis Gil (NYY - SP),https://images.fantasypros.com/images/players/mlb/39290/headshot/70x70.png,Luis Gil (SP - NYY),,Luis Gil (NYY - SP),Luis Gil,Gil,NYY,SP,,"5-5-0SV|4.34|1.34|8.94K9
",38.0,285.0
274,Parker Messick_CLE,,,16,,,,,120,,,,,,,205,P,https://www.fantasypros.com/mlb/players/parker-messick.php,123.6,112.0,7.0,0.0,4.15,1.31,57.0,42.0,23.0,23.0,8.0,0.0,8.16,parker-messick,Parker Messick (CLE - SP),Parker Messick,Messick,CLE,SP,,7-8-0SV|4.15|1.31|8.16K9,275,Parker Messick (CLE - SP),262,313,288.0,SP,Parker Messick (CLE - SP),https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,Parker Messick (SP - CLE),,Parker Messick (CLE - SP),Parker Messick,Messick,CLE,SP,,"7-8-0SV|4.15|1.31|8.16K9
",13.0,273.0
275,Cody Ponce_TOR,,,19,,,,,131,,,,,,,267,P,https://www.fantasypros.com/mlb/players/cody-ponce-p.php,140.7,145.0,8.0,0.0,4.04,1.25,63.0,45.0,36.0,23.0,8.0,0.0,9.28,cody-ponce-p,Cody Ponce (TOR - RP),Cody Ponce,Ponce,TOR,RP,,8-8-0SV|4.04|1.25|9.28K9,276,Cody Ponce (TOR - RP),263,337,300.0,"RP,SP","Cody Ponce (TOR - RP,SP)",https://images.fantasypros.com/images/players/mlb/39168/headshot/70x70.png,Cody Ponce (RP - TOR),,Cody Ponce (TOR - RP),Cody Ponce,Ponce,TOR,RP,,"8-8-0SV|4.04|1.25|9.28K9
",24.0,199.0
276,Reese Olson_DET,,,15,,,,,125,,,,,,,239,P,https://www.fantasypros.com/mlb/players/reese-olson.php,134.1,124.0,8.0,0.0,3.96,1.26,59.0,44.0,29.0,24.0,8.0,0.0,8.32,reese-olson,Reese Olson (DET - SP),Reese Olson,Olson,DET,SP,,8-8-0SV|3.96|1.26|8.32K9,277,Reese Olson (DET - SP),265,300,282.0,SP,Reese Olson (DET - SP),https://images.fantasypros.com/images/players/mlb/44805/headshot/70x70.png,Reese Olson (SP - DET),,Reese Olson (DET - SP),Reese Olson,Olson,DET,SP,,"8-8-0SV|3.96|1.26|8.32K9
",5.0,246.0
277,Brady Singer_CIN,,,25,,,,,169,,,,,,,274,P,https://www.fantasypros.com/mlb/players/brady-singer.php,170.6,156.0,10.0,0.0,4.41,1.32,84.0,55.0,30.0,30.0,11.0,0.0,8.23,brady-singer,Brady Singer (CIN - SP),Brady Singer,Singer,CIN,SP,,10-11-0SV|4.41|1.32|8.23K9,278,Brady Singer (CIN - SP),269,325,297.0,SP,Brady Singer (CIN - SP),https://images.fantasypros.com/images/players/mlb/6811/headshot/70x70.png,Brady Singer (SP - CIN),,Brady Singer (CIN - SP),Brady Singer,Singer,CIN,SP,,"10-11-0SV|4.41|1.32|8.23K9
",19.0,187.0
278,Miguel Vargas_CWS,492.0,65.0,17,65.0,7.0,0.237,0.317,117,28.0,2.0,58.0,107.0,0.408,0.725,288,H,https://www.fantasypros.com/mlb/players/miguel-vargas.php,,,,,,,,,,,,,,miguel-vargas,"Miguel Vargas (CWS - 1B,3B,OF)",Miguel Vargas,Vargas,CWS,"1B,3B,OF",,.237|65R|17HR|65RBI|7SB,279,"Miguel Vargas (CWS - 1B,3B,OF)",287,282,284.0,"1B,3B","Miguel Vargas (CWS - 1B,3B)",https://images.fantasypros.com/images/players/mlb/8301/headshot/70x70.png,"Miguel Vargas (3B,LF,1B - CWS)",,"Miguel Vargas (CWS - 1B,3B,OF)",Miguel Vargas,Vargas,CWS,"1B,3B,OF",,".237|65R|17HR|65RBI|7SB
",5.0,157.0
279,Andrew Saalfrank_ARI,,,6,,,,,62,,,,,,,199,P,https://www.fantasypros.com/mlb/players/andrew-saalfrank.php,65.0,57.0,3.0,15.0,4.08,1.41,29.0,30.0,61.0,0.0,3.0,0.0,7.89,andrew-saalfrank,Andrew Saalfrank (ARI - RP),Andrew Saalfrank,Saalfrank,ARI,RP,,3-3-15SV|4.08|1.41|7.89K9,280,Andrew Saalfrank (ARI - RP),272,575,424.0,RP,Andrew Saalfrank (ARI - RP),https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,Andrew Saalfrank (RP - ARI),,Andrew Saalfrank (ARI - RP),Andrew Saalfrank,Saalfrank,ARI,RP,,"3-3-15SV|4.08|1.41|7.89K9
",144.0,277.0
280,Kodai Senga_NYM,,,14,,,,,102,,,,,,,211,P,https://www.fantasypros.com/mlb/players/kodai-senga.php,115.4,115.0,7.0,0.0,4.02,1.31,51.0,50.0,29.0,20.0,6.0,0.0,8.97,kodai-senga,Kodai Senga (NYM - SP),Kodai Senga,Senga,NYM,SP,,7-6-0SV|4.02|1.31|8.97K9,281,Kodai Senga (NYM - SP),273,304,288.0,SP,Kodai Senga (NYM - SP),https://images.fantasypros.com/images/players/mlb/6917/headshot/70x70.png,Kodai Senga (SP - NYM),,Kodai Senga (NYM - SP),Kodai Senga,Senga,NYM,SP,,"7-6-0SV|4.02|1.31|8.97K9
",7.0,269.0
281,Mike Burrows_HOU,,,19,,,,,124,,,,,,,232,P,https://www.fantasypros.com/mlb/players/mike-burrows.php,132.3,129.0,7.0,0.0,4.21,1.28,62.0,46.0,31.0,24.0,8.0,0.0,8.78,mike-burrows,Mike Burrows (HOU - SP),Mike Burrows,Burrows,HOU,SP,,7-8-0SV|4.21|1.28|8.78K9,282,Mike Burrows (HOU - SP),274,345,310.0,"RP,SP","Mike Burrows (HOU - RP,SP)",https://images.fantasypros.com/images/players/mlb/45460/headshot/70x70.png,Mike Burrows (SP - HOU),,Mike Burrows (HOU - SP),Mike Burrows,Burrows,HOU,SP,,"7-8-0SV|4.21|1.28|8.78K9
",28.0,253.0
282,Chase DeLauter_CLE,450.0,55.0,14,56.0,4.0,0.25,0.313,112,24.0,1.0,42.0,93.0,0.398,0.712,245,H,https://www.fantasypros.com/mlb/players/chase-delauter.php,,,,,,,,,,,,,,chase-delauter,Chase DeLauter (CLE - OF),Chase DeLauter,DeLauter,CLE,OF,,.250|55R|14HR|56RBI|4SB,283,Chase DeLauter (CLE - OF),276,308,292.0,OF,Chase DeLauter (CLE - OF),https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,"Chase DeLauter (CF,RF - CLE)",,Chase DeLauter (CLE - OF),Chase DeLauter,DeLauter,CLE,OF,,".250|55R|14HR|56RBI|4SB
",9.0,236.0
283,Justin Crawford_PHI,353.0,46.0,6,36.0,20.0,0.266,0.316,94,17.0,2.0,25.0,80.0,0.37,0.685,180,H,https://www.fantasypros.com/mlb/players/justin-crawford.php,,,,,,,,,,,,,,justin-crawford,Justin Crawford (PHI - OF),Justin Crawford,Crawford,PHI,OF,NRI,.266|46R|6HR|36RBI|20SB,284,Justin Crawford (PHI - OF),279,320,300.0,OF,Justin Crawford (PHI - OF),https://images.fantasypros.com/images/players/mlb/missing/headshot/70x70.png,Justin Crawford (CF - PHI),,Justin Crawford (PHI - OF),Justin Crawford,Crawford,PHI,OF,,".266|46R|6HR|36RBI|20SB
",16.0,281.0
284,Riley O'Brien_STL,,,6,,,,,57,,,,,,,226,P,https://www.fantasypros.com/mlb/players/riley-obrien.php,65.1,66.0,3.0,16.0,3.65,1.31,26.0,28.0,64.0,0.0,3.0,0.0,9.12,riley-obrien,Riley O'Brien (STL - RP),Riley O'Brien,O'Brien,STL,RP,,3-3-16SV|3.65|1.31|9.12K9,285,Riley O'Brien (STL - RP),298,281,290.0,RP,Riley O'Brien (STL - RP),https://images.fantasypros.com/images/players/mlb/8620/headshot/70x70.png,Riley O'Brien (RP - STL),,Riley O'Brien (STL - RP),Riley O'Brien,O'Brien,STL,RP,,"3-3-16SV|3.65|1.31|9.12K9
",5.0,259.0
285,Joey Cantillo_CLE,,,16,,,,,118,,,,,,,243,P,https://www.fantasypros.com/mlb/players/joey-cantillo.php,132.9,137.0,6.0,0.0,3.98,1.32,59.0,57.0,43.0,20.0,7.0,0.0,9.28,joey-cantillo,"Joey Cantillo (CLE - RP,SP)",Joey Cantillo,Cantillo,CLE,"RP,SP",,6-7-0SV|3.98|1.32|9.28K9,286,"Joey Cantillo (CLE - RP,SP)",292,287,290.0,"RP,SP","Joey Cantillo (CLE - RP,SP)",https://images.fantasypros.com/images/players/mlb/43689/headshot/70x70.png,"Joey Cantillo (SP,RP - CLE)",,"Joey Cantillo (CLE - RP,SP)",Joey Cantillo,Cantillo,CLE,"RP,SP",,"6-7-0SV|3.98|1.32|9.28K9
",4.0,241.0
